571321,3821368,2702525,pv,1512096279
573254,911225,243423,pv,1511572926
935490,2755446,4145813,pv,1512098273
9001,3768656,3767409,pv,1512110129
789795,298831,2885642,pv,1512299633
56459,3344134,5053508,pv,1512258672
982603,338959,4145813,pv,1511792871
98847,2588391,3607361,pv,1512031437
474566,3296092,2355072,pv,1511706000
568470,3734242,2355072,pv,1512051144
206281,2982089,2815065,pv,1512120234
413606,3139916,4756105,pv,1512134961
55201,4852598,3607361,pv,1512261428
859746,650899,866301,pv,1511974483
303103,974390,846990,pv,1512222824
563148,3030785,982926,pv,1511707145
515563,4629792,982926,pv,1511771983
547082,3213614,154040,pv,1512227377
604835,3798055,4643350,pv,1511585855
627876,2029574,5064,pv,1512139576
967138,2761782,4756105,pv,1511871036
776960,4907766,2640118,pv,1511687544
454853,4408857,922588,pv,1511623099
853638,1564580,2394030,buy,1511687100
669426,801894,4170419,pv,1511618745
235773,4960698,1449177,pv,1511706476
617927,4657685,2626421,pv,1512285820
1009629,2302308,4956748,pv,1511881711
284182,4523795,3607361,pv,1512296544
485378,4088008,2590256,pv,1512035253
961032,3186874,4374048,cart,1512310589
38387,774590,2735466,pv,1511700674
696784,472383,3340725,pv,1512188108
714843,4433229,4181361,pv,1512032152
669470,353224,1080785,pv,1511919284
313412,3265033,2355072,pv,1512174136
687816,3438030,226341,pv,1512222610
237951,2796201,1851156,pv,1512314674
476264,3866925,2640118,pv,1512000102
388181,2506638,2885642,pv,1511864800
825386,3727911,2520771,pv,1512132554
274940,2943413,3607361,pv,1511680512
672222,3887121,1009182,pv,1512023536
227904,2683758,4145813,pv,1511781434
473459,2158809,3607361,pv,1512097524
206305,2485211,1009182,pv,1511619939
500417,3265163,2096639,pv,1512148010
795592,3985771,4473353,pv,1511701386
826574,461217,2939262,pv,1511749392
1025,3448481,4145813,pv,1511863957
743237,2007369,4145813,pv,1511569327
634289,4231387,411153,pv,1511865169
299601,3656715,2465336,pv,1512021780
864552,3702501,2526041,pv,1511839781
209067,2069485,3607361,pv,1511566086
973889,3507188,4834913,pv,1511772356
753599,824752,1678374,pv,1511946944
632282,3279527,2355072,pv,1512080885
574411,4488018,4690421,pv,1511698358
425856,5130820,5071267,pv,1511621541
323098,1757276,982926,pv,1512004521
865901,307761,3880463,buy,1512177058
401288,4459610,3776866,pv,1512043705
757019,4548491,154040,pv,1511950781
257088,4029727,3524510,buy,1511760096
897099,4906591,3607361,pv,1511590774
439757,4148219,411153,pv,1511589131
502872,3613197,285583,pv,1512197438
543120,2638154,3624696,pv,1511796096
23968,977560,4022701,pv,1511584410
716367,1093140,4615962,pv,1511688752
527024,1242796,2321441,pv,1511938826
699872,138099,846990,pv,1511614623
893337,2442888,677862,cart,1512113029
320060,1632,1320293,pv,1512223785
598633,571288,2725426,pv,1512189280
805602,169546,2520771,pv,1511973361
91084,3444804,2885642,pv,1511850747
664843,897099,3300651,pv,1511612121
933575,2972600,2355072,pv,1511681172
306047,516980,983613,pv,1512088673
853269,3836923,2520377,pv,1512148401
5869,1235308,886203,pv,1512268335
874201,359233,983613,pv,1512000976
335643,5113188,4801426,pv,1511860430
24284,4708409,2440115,pv,1512032463
232792,809132,384755,pv,1511810482
212138,3359211,2520377,fav,1511615835
597899,3132163,1467750,pv,1512136736
450945,4220566,1320293,pv,1512142372
351750,3330915,1320293,pv,1512011338
969448,998193,4801426,pv,1512304585
976810,1450574,4022701,pv,1511624153
361381,4678975,1029459,pv,1511684026
66788,1264176,4918438,pv,1511941975
299811,3364856,4173315,pv,1512018075
736186,2770945,4217906,pv,1511839496
139604,1110853,3354571,pv,1511790063
414627,2187851,1080785,pv,1512007415
446023,3584213,2520377,pv,1512111249
868002,980187,2885642,cart,1511921247
274918,4992705,2042400,pv,1512044550
404901,5089849,4310023,fav,1511930339
224550,3477221,4145813,pv,1511869136
102336,5064439,3164550,pv,1511825147
864946,2433471,982926,pv,1511618802
132588,2160443,4756105,pv,1512308232
852406,1467338,2982027,pv,1512279361
188411,1354538,2462567,pv,1511606755
715424,1984652,3500710,pv,1511701229
778495,1773536,2096639,pv,1511904023
116382,2526241,4145813,fav,1512307756
205809,2787958,119741,pv,1512173898
948651,4456935,3904106,pv,1512044700
926308,2931238,4672807,pv,1512133362
95692,1779717,401357,pv,1512077232
406947,846622,2465336,pv,1511781924
888183,2457900,2465336,pv,1511798092
271495,4504874,2732466,pv,1512272731
907076,4328631,1349634,pv,1512308441
930663,4892801,1988433,cart,1511861671
229063,3624802,2355072,pv,1511829945
450519,1797813,3004853,pv,1511752312
972295,3012408,2667323,pv,1511787340
844077,1866919,5071267,pv,1512112453
758202,3540656,2520377,pv,1511873969
665101,1751563,4853595,cart,1511711348
557304,1652515,3361496,cart,1512214438
624030,3876767,3566895,pv,1512162119
549803,484337,3607361,pv,1511945623
858126,2247456,3917972,pv,1511847688
596327,1177693,4801426,pv,1511885663
944864,3824140,200278,pv,1511936229
29893,3886644,3524510,pv,1512193746
2131,2083148,865039,pv,1511607442
444405,556822,2271402,pv,1511962313
589425,889951,3747017,pv,1511932337
927367,1060636,499665,pv,1511750362
288137,1508400,1575622,cart,1512275424
177790,4863187,3002561,pv,1511614070
198698,4362169,1265358,pv,1512302864
12371,3940703,982926,pv,1512303172
623690,1611245,3720767,pv,1512209783
398328,1682229,1080785,pv,1511717524
229861,1611679,1879194,pv,1511737763
214217,1804950,4339722,pv,1511962520
835450,814827,1568197,pv,1512273732
660251,4718438,4583884,pv,1511948273
510426,4291754,3455617,pv,1511560646
582310,4690471,154040,fav,1511664400
972350,2266407,1073768,pv,1511866811
137190,2893353,1320293,pv,1511828413
494166,5131173,4339722,pv,1512006402
450962,351006,3673049,pv,1512045262
996877,1989680,4558987,pv,1512108446
663345,1306394,3194735,pv,1511584479
903093,4207870,4022701,pv,1511876899
977014,3295936,3950077,pv,1511956946
421157,3148330,2465336,pv,1512187502
698983,716142,1575622,pv,1511949123
4525,4357535,3232473,fav,1511672213
88622,2719358,3645362,pv,1512172476
541689,3328846,1953179,pv,1511926425
798954,1463908,4145813,fav,1511610137
351325,4481876,1299190,pv,1512015131
764561,2346062,2462567,pv,1511695050
443659,178734,3879308,pv,1512209951
958556,3024906,4444302,pv,1512262422
31330,1988030,3607361,pv,1512048276
449196,4904007,3338209,pv,1511700330
385055,1911277,4780547,pv,1511907394
984056,1122167,2640118,pv,1511797699
534834,4945163,5053508,pv,1512054904
622627,2839725,2465336,pv,1511599955
917676,2496288,2939262,pv,1512001362
678974,446266,4339722,pv,1512109347
809502,464653,3002561,pv,1511579060
651822,3509817,4789432,pv,1511686236
671936,4214093,3132593,pv,1511701865
1010014,1757201,1320293,pv,1511761893
9974,877676,3738615,cart,1512039943
593729,1239870,3160926,pv,1511686276
825916,2360511,3617337,pv,1511582205
917998,3460154,2355072,pv,1511969444
380600,5115995,4672807,pv,1512134071
869096,1100358,3982336,pv,1512211099
749122,4518532,4643350,cart,1511604707
619095,1253907,1672064,pv,1511565740
107283,118525,4882154,cart,1512313024
436478,1379885,2355072,pv,1511745787
500685,3155189,1628657,pv,1511867890
58869,337114,3607361,pv,1511970130
1007426,1774252,2306045,pv,1512187495
671028,2992112,1689624,pv,1511674309
109328,3696704,2355072,pv,1511970989
942965,2482723,3720767,pv,1512212369
760841,4454997,3002561,pv,1511707407
368311,4627825,3681810,pv,1512191849
744158,4452750,4145813,pv,1511617245
415450,3539977,2361828,pv,1512193012
530257,1740659,2176263,pv,1512249011
723408,2839409,982926,pv,1511873507
37355,458181,1288487,cart,1511619189
624882,2157266,4170419,pv,1512269357
765054,2895655,149192,cart,1511953432
415557,1446966,772629,pv,1512068966
40716,948305,1045172,pv,1511847543
841448,4919573,3645362,pv,1512208569
211184,1615751,4145813,pv,1511922706
44487,3830423,672001,pv,1512196960
58824,3490160,5127795,cart,1511833099
214118,630899,4181361,pv,1511889716
667178,690587,4756105,pv,1512214383
134588,1699547,154040,pv,1512043906
629773,1410616,4756105,pv,1511652557
370447,82309,4143151,pv,1512232600
890084,4606966,2272488,fav,1512266774
640208,4668899,4151801,pv,1511867490
500553,3091829,4801426,pv,1511946284
672197,503460,4181361,pv,1511958300
89595,3436242,4339722,pv,1511791988
309965,4685261,3738615,cart,1511926275
774280,1164464,2476560,cart,1511578753
65018,1052498,2520377,pv,1512233898
821456,3900735,4181361,pv,1511838469
736612,11517,2735466,pv,1512213086
866286,3905501,2355072,cart,1511615435
136234,3485582,1988433,pv,1511918434
122083,4922848,1275696,pv,1511748540
755203,1730788,2520771,pv,1512002178
611070,4238961,4145813,pv,1512045786
863334,3672646,149192,pv,1512012528
612745,550148,149192,pv,1512215476
194470,4891051,171529,pv,1512059274
241959,2945820,3829657,pv,1512178210
965703,3895062,994002,fav,1512217875
547599,810864,1216617,pv,1512237317
776973,3961055,1789614,pv,1512105422
928116,4703151,1227327,pv,1512219079
326280,1640054,982926,pv,1512285184
705191,1102381,2221749,pv,1511983280
1001659,1642441,2578647,pv,1511888451
705581,906340,4444302,pv,1511604445
168632,2464568,4170419,pv,1511954184
1008071,3305901,4145813,pv,1511704354
556005,1473322,4756105,pv,1511554029
516643,3997988,3607361,pv,1511847159
720682,1689579,2520377,pv,1511789937
272354,2158346,1379146,cart,1512164155
70759,1480767,2520377,pv,1511962647
538983,4719006,1817004,pv,1512209056
624335,2267703,3100759,pv,1512255978
417428,1339461,1379146,pv,1511694061
84494,4449961,4170419,pv,1511839465
272427,1963667,4936889,pv,1511784989
254717,3098801,3112817,pv,1512230352
198047,4865959,2939262,pv,1512265171
119356,1982994,1320293,fav,1512002768
440313,1156383,2590256,pv,1511875649
290837,4826759,1320293,pv,1512108648
883702,5093128,2520377,pv,1511604666
460348,2160837,3738615,cart,1511864799
89952,4502007,3736316,pv,1511941982
1004699,2329641,211810,pv,1512072336
285270,578935,4756105,pv,1511757231
291901,2058655,1906712,pv,1511853443
464039,396013,3738615,pv,1512097497
792055,3893680,5053508,pv,1512027526
401859,3077270,982926,pv,1511941086
819277,3801096,4643350,pv,1512060504
400758,1850241,2693696,pv,1512302493
664832,114294,446701,pv,1511573246
908174,3380903,4962280,pv,1511610381
886892,4181123,2465336,pv,1511749474
75668,480502,982926,cart,1512286011
750461,3100132,4565874,pv,1512209578
761005,4514102,2737340,pv,1511963107
802072,2140052,4756105,pv,1511579004
75226,4457400,800581,pv,1511702253
36358,878411,344833,pv,1512103040
471923,3184923,1320293,pv,1511702894
287860,1563225,2827444,pv,1511614093
231525,3293416,4690421,pv,1512289075
583015,4319543,1320293,pv,1511959021
348384,3722849,3002561,pv,1512218963
419044,2414924,1349561,pv,1511630992
461361,3826295,3607361,pv,1512281001
420951,3364828,149192,pv,1511973887
645911,4269896,4145813,pv,1512200743
869601,3561641,1171434,fav,1511658960
326298,3067865,1851156,pv,1511667693
566450,1211300,2293367,pv,1512000786
649996,1349532,3607361,pv,1511710926
244962,3168963,4756105,pv,1512220615
167572,1276195,171529,pv,1512273764
404955,2848008,384755,pv,1511679307
95778,2814203,5071267,pv,1512298177
894505,591853,1216617,pv,1512306313
370206,828156,982926,pv,1511990936
582801,1578573,2131531,pv,1511798352
439938,310632,4958794,buy,1511788351
776382,3730856,2520377,pv,1511682735
986264,2092703,2520377,pv,1512265599
918273,3742276,1040727,pv,1511877859
1715,4301762,3738615,pv,1511869520
806744,952390,4145813,pv,1512025021
866919,3912160,50601,pv,1512042298
977835,2199610,2881542,buy,1511795235
618811,1526256,672001,pv,1512002289
130284,2508159,339580,pv,1511916292
482410,4700450,1080785,pv,1511712194
220133,3469000,2520377,pv,1511782347
402199,2579053,982926,pv,1512176116
311603,3201766,3598912,pv,1511946778
867700,4806850,982926,pv,1511920336
58809,1022892,904454,pv,1512005557
876551,1416319,815501,pv,1511876963
290570,4881657,982926,pv,1511679916
537800,4427214,2885642,pv,1512215286
155874,1842466,4756105,pv,1511595203
117660,36954,2945933,pv,1511697793
978459,2764445,2982027,pv,1511739528
841375,4070852,1859277,pv,1511935610
364260,1416785,381850,pv,1512136525
280143,4793414,235534,pv,1512093413
594365,3194877,2885642,pv,1512027323
807334,4545175,1320293,pv,1512137246
334925,2485082,1080785,pv,1512131878
563599,424516,3738615,pv,1512194205
134673,1340255,4804883,pv,1511921664
870980,2593212,2982027,pv,1511614714
1010938,1489299,4387956,pv,1512219489
6423,2445757,4365427,pv,1511666171
208268,470525,4069500,pv,1511960196
397688,4831987,3002561,fav,1512309123
579065,1103353,2465336,pv,1512136542
414783,4103535,2644484,pv,1511781682
495289,330688,4606718,pv,1511796824
137237,89745,3673501,pv,1511851669
25195,2494547,4756105,pv,1512143926
511624,3753422,4756105,pv,1512038178
323721,3459371,882095,pv,1512231252
870304,769793,982926,pv,1511647671
402281,4454565,4181361,pv,1511785749
283916,1248762,381850,pv,1511838610
340,4921003,4672807,pv,1511681996
1008521,130367,4022701,pv,1512085548
531909,762759,1879194,pv,1512277205
479286,2954159,3720767,pv,1512183827
343544,1032846,982926,pv,1512025341
96979,3330337,4756105,pv,1511792671
357984,4624909,982926,pv,1512028931
846852,64265,876318,pv,1512181811
379787,1554801,2926020,pv,1511958383
413078,815108,982926,pv,1512281995
330078,734196,4374048,pv,1512040673
811425,2706907,4756105,pv,1512201841
239253,408129,1859277,pv,1511664748
522421,3404500,982926,cart,1511606855
46187,2134308,4181361,pv,1512186458
815150,4490715,2181935,pv,1512132099
958941,1021520,3795317,pv,1511873567
404938,3679019,801221,pv,1511660835
493354,1947488,1674844,pv,1511949975
402892,4836263,4581579,pv,1512225114
289304,361891,1693998,buy,1511616800
777215,1767031,551706,pv,1512224583
898437,4274735,3607361,cart,1511738431
820256,640975,2355072,pv,1512290666
406573,2234085,3607361,pv,1512113026
507985,4092292,1068933,pv,1512307063
568007,2302456,4217906,pv,1511945549
644968,2073789,2735466,fav,1511748167
32505,2785449,1320293,pv,1512255502
266849,5056354,267209,pv,1511834465
756167,830912,4801426,pv,1512209756
247768,499858,4643350,fav,1511611243
521187,415174,1575622,pv,1511825382
473108,1864789,383749,pv,1511942687
200967,1836685,405755,cart,1512315372
741081,3967106,2465336,pv,1511913602
871404,2725922,4758477,pv,1511785003
717379,2314640,2355072,pv,1511664525
961192,3628318,381850,pv,1511626029
352064,3498061,2096639,pv,1512037357
604082,4472957,4718134,pv,1511857635
151498,2270280,4082778,pv,1511662443
89053,2765451,3002561,pv,1511541896
967100,2135568,4756105,pv,1511959788
85105,3151331,3957883,pv,1511928342
679278,1537324,2827444,pv,1512141789
103648,250120,2520377,pv,1511928762
937776,3373867,2885642,pv,1512098157
930189,4215452,4357323,pv,1512021196
939906,1397027,22892,pv,1511882576
118867,533804,4462359,pv,1512117633
557826,3268830,1464116,pv,1511708510
812441,4334584,4145813,pv,1512288144
55549,2841841,4558987,pv,1511684586
632814,1821072,2615320,pv,1512226567
927763,4510621,3607361,pv,1512089582
711441,2633598,235534,pv,1512151181
956482,3408476,2533863,pv,1512046127
24981,669736,3102419,pv,1512293669
893448,2817913,1216617,pv,1511761539
678217,9097,3607361,pv,1512139610
868545,1779896,4339722,pv,1511711190
85065,19901,2154867,pv,1511683292
228720,620804,982926,pv,1511796937
302358,3951606,3015852,pv,1511966251
635679,28348,4756105,pv,1511700237
9351,2751559,1080785,pv,1511943968
543477,3013101,149192,pv,1512211815
160401,3246733,4756105,pv,1512095683
938113,2641993,381850,pv,1511572993
817888,4479081,4672807,pv,1511712965
993455,2597381,1253595,pv,1511700045
993229,3000506,4643350,pv,1511621526
147850,2036091,3604509,pv,1512101861
770135,1497171,2735466,pv,1512302587
429407,5113652,338646,pv,1512007885
316703,2143876,4357323,pv,1511571648
941716,925404,3002561,pv,1512223124
768428,2475695,4170419,pv,1512125868
971109,3425829,1320293,pv,1512126433
698285,4232307,2885642,pv,1511954315
229718,128903,3607361,pv,1511819608
963084,192878,3607361,pv,1512227409
554729,3469013,1051370,pv,1511684579
954839,4999247,4357323,pv,1512023340
727014,3442593,2419959,pv,1511933008
1005681,3979896,4145813,pv,1511667232
641778,2258979,982926,pv,1511678696
669997,3858178,4145813,pv,1512311086
91834,2867714,1730594,pv,1511601879
652288,3274839,2735466,pv,1512279101
507095,3172018,3607361,pv,1511621307
202998,1424696,4188178,pv,1511576754
851048,3226139,570735,pv,1512180428
39414,92356,1320293,pv,1511709634
697494,1326129,562852,cart,1511961358
562951,4977467,2926020,pv,1511944164
223980,3779125,102272,cart,1512218143
320034,2165694,1320293,pv,1512209105
409654,2576329,883960,pv,1512144584
781528,2054842,4355436,pv,1512199243
691922,1534053,1320293,pv,1511995256
503830,2161195,1567637,pv,1512096882
725808,3008678,2355072,pv,1511755774
529276,2567140,4583884,pv,1512215170
491884,3939641,3189935,pv,1511683853
852714,1733301,2440115,pv,1511696056
842031,4929308,982926,pv,1512179692
841656,4617329,1851156,pv,1512048357
241942,2568294,4756105,pv,1511981311
379212,5022629,149192,fav,1512264202
362090,4763872,3898483,pv,1511915521
420080,1340030,1080785,pv,1512050061
475656,3796541,3673049,pv,1511657991
85170,4518776,4339722,pv,1511921799
477336,3771352,771062,pv,1512036027
497506,3411865,149192,pv,1511880205
131031,5051417,982926,pv,1512118720
449890,3551629,3597057,pv,1512099654
978969,3973724,2419959,pv,1511589521
142712,3392410,411153,pv,1511617776
377339,428912,4537973,pv,1512305829
911922,2661210,883960,pv,1512135595
756608,526884,3607361,pv,1511849799
211305,5128812,1406426,pv,1511700626
98760,711824,3607361,pv,1512266212
400237,1399544,4181361,buy,1512103227
179655,2632601,2091359,cart,1512191813
916969,1011009,4640311,pv,1511697830
382113,1115610,3607361,pv,1511931055
765314,4105323,3607361,pv,1512228674
654332,2787775,983613,buy,1511931622
687598,736574,148169,pv,1512037130
321274,3322151,3579754,pv,1511764930
910065,1635865,4756105,pv,1511619547
680947,3841653,2492705,pv,1511618712
633120,2032668,1080785,pv,1512292080
467265,4772738,4482419,pv,1511713514
944864,2856805,949648,cart,1512262828
201667,1862236,2328673,pv,1512264071
393669,3135053,965809,pv,1511702558
32055,1904203,2877672,pv,1511592731
664333,2236761,4145813,pv,1511961019
132389,2918960,3371868,buy,1512077276
905200,994608,1873646,pv,1511598863
479606,2479464,1639158,pv,1512187051
826691,716685,3042127,buy,1511739762
465449,195078,982926,pv,1511832820
85673,1364298,4145813,pv,1511565338
747080,1547327,2926020,cart,1511593591
111471,2844167,4170419,pv,1512063100
723821,4756886,800581,cart,1511619834
940193,606480,4159072,cart,1512313902
801395,3429877,2578647,pv,1512202984
591176,1455004,3692903,pv,1511959617
496901,1196798,1080785,pv,1511614204
826470,3895650,2465336,buy,1512121577
1012645,1737360,4919077,pv,1512147062
497567,2449839,982926,pv,1512290942
806915,3484425,757910,pv,1511624141
911106,2596534,149192,cart,1511660012
53579,4207344,3604509,pv,1512013852
591820,2978234,3924783,pv,1511878177
812513,59883,4818107,pv,1511969684
196270,3586445,3323023,pv,1512222448
614680,1577806,2885642,pv,1512010793
721212,33665,149192,pv,1511659813
168137,3671581,2304296,pv,1512221403
39484,4033018,4756105,pv,1512099444
896189,5106833,5071267,pv,1511703309
70443,2231311,2558244,pv,1512109850
733567,3828765,4181361,pv,1512209606
587667,106997,1080785,pv,1512082875
90656,591090,2520377,pv,1511874196
966916,4678413,3087458,pv,1511777665
409052,2477307,5053508,pv,1512046862
698566,2520410,149192,pv,1512221872
391599,243564,2939262,pv,1511872864
170817,3065122,2520377,pv,1512132025
138313,812006,4801426,pv,1512033416
587202,72828,2520377,pv,1511932008
173133,65808,3561974,pv,1511801291
465047,2747482,295183,buy,1512187800
405592,2152530,4163659,pv,1511623071
917258,2974524,570735,pv,1511655096
772268,787339,244681,pv,1512136714
823350,2025892,982926,pv,1511751148
176555,1075959,3738615,pv,1512014469
861930,3334079,4357323,pv,1511613329
678836,4865791,2157356,pv,1511565139
995931,3689054,154040,pv,1511563896
372748,4578250,4145813,pv,1511791433
471043,38483,4181361,pv,1511564359
644007,4644459,1051370,pv,1511881423
125396,3455056,2939262,pv,1512145088
884237,4588793,2578647,pv,1512137779
622361,1572921,4181361,pv,1512026103
1011228,1803086,1858817,pv,1511884600
69279,2965893,1879194,pv,1511610789
89668,1890120,4069500,pv,1512212517
222364,3082836,3461823,pv,1511995310
534759,1613031,4145813,cart,1512223660
377145,3730149,3004853,cart,1512190570
350205,354392,4801426,pv,1512172713
91739,3300447,4969568,pv,1511615502
643763,22830,2476560,pv,1511696594
152083,2527541,1320293,pv,1511629247
33414,4584562,1343413,pv,1511684415
90956,3175666,4756105,pv,1511616084
582096,4182374,1639158,pv,1512034999
263158,3609901,1299190,fav,1511717219
919101,1943054,4756105,pv,1511698085
746046,4860312,3607361,pv,1511657872
228579,802196,4708262,pv,1511855463
808816,4091118,1138276,pv,1511579251
424604,1491294,1471163,pv,1512124862
942855,4725041,589513,pv,1512100694
991213,4303074,411153,pv,1512113990
674021,3671484,801221,fav,1511639054
180872,1530041,4357323,pv,1512221924
854431,4510953,1765288,pv,1512307960
955561,3246591,1080785,pv,1511689780
615121,123779,1850548,pv,1511612823
535452,2167601,3456641,pv,1511920679
243443,1232418,2920476,pv,1512222707
765548,2965310,4801426,pv,1512056899
116039,2384033,1029459,pv,1511742455
470702,2954260,2735466,pv,1512096173
181306,1532457,1074254,pv,1512267226
787399,2828743,2885642,pv,1511655139
640246,3665325,4145813,fav,1511849040
557136,1455333,3607361,pv,1512223252
581316,1721394,2228184,pv,1511764428
684475,1722859,3607361,pv,1512223135
892050,4055418,4022701,pv,1511827085
139225,4390626,4227487,pv,1512145417
931750,4132954,634390,pv,1511680772
791123,3304724,1419417,pv,1512050174
716633,2005179,381850,pv,1511938933
290462,4237759,4818107,pv,1512136463
30164,3262093,4853595,pv,1512186739
62382,2133231,4697972,fav,1512231773
132639,2996051,3702593,fav,1511800094
737748,2946122,1787510,pv,1511875932
286970,2635661,4643350,pv,1511759462
154939,4658956,4476428,cart,1511661689
28175,3539572,3720767,pv,1511877105
94580,3430927,3289997,pv,1512197277
866142,2336244,878325,pv,1512178887
181412,2873194,4284875,pv,1511706891
885130,3677883,4339722,cart,1512100242
367620,3763112,4960046,pv,1511605900
743,4195926,4145813,pv,1512176452
999444,2892647,4756105,pv,1511827245
442742,4048274,4181361,fav,1512098717
782247,3146020,970338,cart,1512212148
865766,3817741,5053508,pv,1511839554
780137,2460439,2520771,pv,1511591781
655410,266358,1023823,pv,1512226195
338914,1954246,883960,pv,1511765764
470623,2492849,1379146,pv,1512099782
384527,577781,4697972,pv,1512181171
498539,4654765,2640118,pv,1512223919
867726,3973181,466806,pv,1512049587
331513,4892581,2920476,pv,1512226021
492450,4448187,4756105,pv,1511870087
335644,3190191,4181361,pv,1511874944
587333,393880,2355072,pv,1512214191
434011,3537355,1320293,pv,1511789558
698630,485770,2782399,pv,1512252057
574364,1132998,3454970,pv,1511675007
997225,432917,4170829,pv,1512315809
236035,1806002,3738615,pv,1511718411
824898,1760628,3544014,pv,1512180645
97564,4973491,4466876,pv,1511954553
435476,2701047,2355072,pv,1511759812
492593,2081659,2735466,pv,1511781887
129806,1791446,4145813,pv,1512169834
595287,700688,1299190,pv,1512101237
277057,336064,2465336,pv,1511680602
827809,1545102,1879194,pv,1511613834
329046,1183823,4466876,pv,1512143424
101651,42681,2920476,pv,1511831719
53948,3054258,2355072,pv,1512206600
333237,3024285,411153,pv,1511886886
649511,2177884,2465336,pv,1512253030
111309,3899365,5071267,pv,1511612422
296771,4876680,4145813,pv,1512098158
518029,137035,3004853,pv,1512095825
791287,2357412,2702525,pv,1511615040
344857,1749232,2640118,pv,1511592610
568144,187758,611849,pv,1511965402
529318,4010460,2020240,pv,1511606026
478466,4703651,903809,pv,1511841179
286245,1934726,3673501,pv,1512193977
204093,1670148,3938045,pv,1511590096
852303,360540,1851156,cart,1512223257
428554,1009782,1884568,pv,1511775018
538201,1942280,1879194,pv,1512117958
945818,1533555,3607361,pv,1512290391
493104,287197,1320293,pv,1511817336
176078,381649,3231861,pv,1511807491
659693,3006375,2939262,pv,1511569864
631714,4934420,4449178,pv,1511667802
718933,2730455,3466318,pv,1511843953
775845,3514268,4789432,pv,1511563611
775783,1861342,1609851,pv,1512207143
948663,1480198,2188684,pv,1511947111
612353,1297093,2293367,cart,1512095152
612136,513156,2547494,pv,1512140368
125859,4521265,3607361,buy,1511831896
828001,1205856,4203730,pv,1511849490
639722,343492,1548548,pv,1512301158
74624,122990,3524510,pv,1511623553
882431,2745881,149192,pv,1512121551
210869,2453010,1269883,pv,1511564585
847643,3831593,103181,buy,1511587812
892821,1435181,3738615,pv,1512098549
275476,1140961,4458428,pv,1511613026
322986,2104343,4135836,cart,1512308228
882750,1747485,1646753,pv,1512041772
639869,2773727,3607361,pv,1512043929
755435,2842089,4145813,pv,1512134082
391091,673176,1567637,pv,1511871069
235388,3526347,2355072,pv,1511820937
269251,1964743,2355072,pv,1511756451
409705,4997633,3219576,pv,1512208305
507899,222844,2520377,pv,1512273972
